,name,price,description,trassmition,model,milage,fuel
218,Volkswagen Polo,"19,946 ",1.0 Mpi Led Sitzhzg Einparkhilfe Gj-reifen,Manual,2022,"18,610 km",Petrol
219,Volkswagen Polo,"21,539 ",1.0 Tsi Acc Carplay Iq.drive Climatronic,Manual,2021,"23,979 km",Petrol
220,Volkswagen Polo,"18,505 ",1.0 Life Led Sitzheizung Einparkhilfe Appco,Manual,2021,"35,693 km",Petrol
221,Toyota Yaris,"23,049 ",Hybrid Club Kamera,Automatic,2021,"28,500 km",Hybrid
222,Toyota Rav4,"27,221 ",2.5 Hybrid Dynamic Business Awd,Automatic,2020,"75,411 km",Petrol
223,Toyota C-hr,"26,554 ","Hybrid Gr Sport *1.hand*lenkr.-heiz.*19""alu",Automatic,2021,"66,399 km",Hybrid
224,Porsche Macan,"121,093 ",Gts *rfk*sth*ahk*led*lm*sportauspuff*pdls+,Automatic,2024,"5,123 km",Petrol
225,Porsche Macan,"85,237 ",Gts Acc Pano Voll,Automatic,2023,"7,450 km",Petrol
226,Peugeot 5008,"19,500 ",1.2 Pure Tech Allure *panoramadach *7 Sitze,Automatic,2019,"131,000 km",Petrol
227,Peugeot 3008,"37,129 ",Hybrid4 300 Gt Ahk/panoramadach/360°kamera,Automatic,2021,"28,142 km",Hybrid
228,Peugeot 2008,"19,849 ",Allure,Manual,2020,"12,333 km",Petrol
229,Peugeot 3008,"34,155 ",Hybrid 225 Gt Led/navi/schiebedach/360°kame,Automatic,2021,"44,265 km",Hybrid
230,Peugeot 2008,"12,330 ",Active,Manual,2019,"49,501 km",Petrol
231,Peugeot 2008,"14,173 ",Allure/pano/ahk/automatik,Automatic,2019,"120,000 km",Diesel
232,Peugeot 308,"17,384 ",Gt-line/automatik/led/kamera/navi/teilleder!,Automatic,2019,"76,455 km",Petrol
233,Nissan Qashqai,"36,112 ","Tekna+ 1,5 Vc-t E-power 20 Zoll Vollauss",Automatic,2023,"30,424 km",Petrol
234,Nissan Qashqai,"33,087 ",N-connecta 1.3 Mhev Xtronic Winter Techn,Automatic,2023,"9,388 km",Petrol
235,Nissan Qashqai,"37,257 ",E-power Tekna+ Leder+20z+pano+bose+matri,Automatic,2024,2 km,Petrol
236,Peugeot 208,"10,493 ",Erst 25000 Km / Rentner 1. Besitz,Manual,2015,"25,000 km",Petrol
237,Nissan Qashqai,"28,982 ",48v Hybrid Navi 360°kamera Sprachbedien.,Automatic,2024,"15,100 km",Petrol
238,Nissan Qashqai,"28,982 ",48v Hybrid Navi 360°kamera Sprachbedien.,Automatic,2024,"15,100 km",Hybrid
239,Nissan Qashqai,"27,949 ",1.3 Dig-t Mhev N-connecta Shz Lhz Kamera,Manual,2023,"21,300 km",Petrol
240,Mercedes-benz Classe A,"25,317 ",Lim/amg/kam/led/ Digital Tacho,Automatic,2019,"91,000 km",Diesel
241,Mercedes-benz Classe A,"21,853 ",Cdi / D /harmankardon/pano/leder/wenig Km,Automatic,2018,"10,000 km",Diesel
242,Mercedes-benz Classe A,"21,250 ",D/pano,Automatic,2018,"96,000 km",Diesel
243,Hyundai Tucson,"45,717 ",N Line Hybrid 4wd 230ps At Sitzpaket Assi,Automatic,2024,25 km,Hybrid
244,Hyundai Tucson,"19,626 ",Premium 4wd Tuv/hu/neu,Manual,2015,"84,767 km",Petrol
245,Hyundai Tucson,"30,918 ",N-line 2.0 Crdi 4wd At 48v Vollausstattun,Automatic,2020,"47,000 km",Diesel
246,Hyundai Tucson,"18,143 ",Blue 2wd*8-fach Bereift * Top Zustand*,Manual,2017,"101,500 km",Petrol
247,Fiat 500,"13,511 ",1.0 Cult Leasing Ab 129 Euro!,Manual,2021,"18,488 km",Hybrid
248,Fiat 500,"13,211 ",1.0 Cult Leasing Ab 129 Euro!,Manual,2021,"22,899 km",Hybrid
249,Fiat 500,"13,318 ",Rockstar 8-fach/ Panorama/ U-connect/ Pdc,Manual,2020,"41,200 km",Petrol
250,Citroen C4,"25,097 ","Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15 km,Petrol
251,Citroen C4,"25,097 ",Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15 km,Petrol
252,Citroen C4,"25,097 ","Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15 km,Petrol
253,Citroen C4,"25,097 ",Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15 km,Petrol
254,Citroen C4,"25,097 ","Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15 km,Petrol
255,Citroen C4,"25,097 ","Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15 km,Petrol
256,Citroen C4,"25,097 ",Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15 km,Petrol
257,Citroen C4,"25,097 ",Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15 km,Petrol
258,Bmw X3,"41,303 ",Xdrive20d M Sport Standheizung Driv.assist+,Automatic,2020,"91,995 km",Diesel
259,Bmw X1,"22,581 ",Sdrive 18d Advantage Aut. Nav Klimaaut. Shz,Automatic,2020,"62,000 km",Diesel
260,Bmw X1,"31,839 ",Sdrive18i Navi Driv.assist+ Kamera Pano.dach,Automatic,2020,"23,122 km",Petrol
261,Bmw X3,"38,171 ",Xdrive30e Xline Ahk Led Navi Sport Dab,Automatic,2021,"79,777 km",Hybrid
262,Bmw X1,"29,818 ",Xdrive25e A,Automatic,2020,"41,005 km",Hybrid
263,Audi Q5,"41,787 ",40 Tdi Quattro Sport S-tronic/s-line Dachhimm,Automatic,2020,"74,700 km",Diesel
264,Audi Q5,"52,193 ",Sportback 50 Tfsi E Qu. S Tronic S Line Editi,Automatic,2021,"20,496 km",Hybrid
265,Bmw X1,"30,871 ",Sdrive18d A,Automatic,2020,"64,355 km",Diesel
266,Audi Q3,"49,269 ",35 Tfsi S Line S Tronic *pano*matrix*nav+*,Automatic,2024,"1,500 km",Petrol
267,Audi Q3,"46,207 ",Advanced 35 Tfsi Business*led*ahk*kamera*acc*,Automatic,2024,"9,900 km",Petrol
268,Audi Q3,"20,892 ","Quattro, Dsg,pano,ahk, Top!",Automatic,2016,"81,000 km",Petrol
269,Audi Q2,"37,786 ",35 Tfsi S Line S Tr. *ahk*pdc+*r-cam*virt.c+*,Automatic,2024,"1,500 km",Petrol
270,Audi A6,"66,556 ",Avant 45 Tfsi Qu. S Line Int. S Tr. *matrix*,Automatic,2024,"1,500 km",Petrol
271,Audi A5,"30,213 ",Cabriolet Design,Automatic,2017,"37,000 km",Petrol
272,Audi A6,"52,607 ",Avant Sport 45 Tfsi S Line|b&o|led|ahk|eph,Automatic,2023,"27,000 km",Petrol
273,Audi A6,"45,434 ",Avant 50 Tdi Q. Matrix Hud B&o Virtual Acc,Automatic,2021,"68,749 km",Diesel
274,Audi A4,"26,905 ",Avant 35 Tfsi S-tr Led+navi+gra+2xpdc+shz+dab,Automatic,2021,"39,118 km",Petrol
275,Audi A6,"37,423 ",Avant 3.0 Tdi Clean Diesel Quatro Competition,Automatic,2016,"98,080 km",Diesel
276,Audi A5,"15,362 ",Sportback 2.0 Tdi Quattro,Manual,2015,"121,376 km",Diesel
277,Audi A4,"30,381 ",Avant 35 Tdi S Line Tour+aps+dsp+acc+ambiente,Automatic,2021,"72,435 km",Diesel
278,Audi A4,"46,187 ",Avant 40 Tfsi Q 2x S Line Matrix Ahk Navi Vir,Automatic,2024,"1,617 km",Petrol
279,Audi A4,"50,617 ",Avant 40 Tdi Advanced Quattro Led Navi Pano,Automatic,2024,"27,611 km",Diesel
280,Audi A5,"56,445 ",Sportback 40 Tfsi Qu. S Line S Tr. *pano*b&o*,Automatic,2024,"1,500 km",Petrol
281,Audi A4,"48,617 ",Avant 40 Tdi Advanced Quattro Led Navi Pano,Automatic,2024,"27,373 km",Diesel
282,Audi A3,"19,784 ",Sportback 35 Tfsi Basis,Automatic,2019,"89,000 km",Petrol
283,Audi A3,"46,147 ",Sportback S Line 35 Tfsi 110(150) Kw(ps) S Tr,Automatic,2024,"3,150 km",Petrol
284,Audi A3,"22,826 ",Cabriolet *bi-xenon + Keylesgo + Navi,Automatic,2017,"77,603 km",Petrol
285,Audi A3,"45,046 ",Lim. 40 Tfsi Qu. S Line S Tr. *pano*b&o*nav+*,Automatic,2024,"1,500 km",Petrol
286,Audi A3,"37,214 ",Sportback Sline 40tdi Qua Navi Matrix Ahk Rfk,Automatic,2021,"69,300 km",Diesel
287,Audi A3,"30,111 ",Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,"15,506 km",Petrol
288,Audi A3,"30,111 ",Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,"14,990 km",Petrol
289,Audi A3,"30,111 ",Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,"14,548 km",Petrol
290,Audi A3,"30,111 ",Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,"16,589 km",Petrol
291,Audi A3,"30,147 ",Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,"24,579 km",Petrol
292,Volkswagen Tiguan,"29,980 ",Join Start-stopp R-line,Automatic,2019,"60,000 km",Petrol
293,Volkswagen Tiguan,"17,646 ",2.0 Tdi Lounge Sport&style 1.hand,Manual,2015,"63,000 km",Diesel
294,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
295,Volkswagen T-roc,"24,817 ",Sport 4motion/ahk/rfk/mfl/shz,Automatic,2018,"84,800 km",Petrol
296,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
297,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
298,Volkswagen Tiguan,"23,359 ",Sound Bmt/start-stopp 4motiondsg*pano1.ha,Automatic,2018,"130,000 km",Diesel
299,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
300,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
301,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
302,Volkswagen T-roc,"25,178 ",Style Acc App Ahk Shz Dab+ Kamera Keyless,Automatic,2021,"88,800 km",Petrol
303,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
304,Volkswagen T-roc,"37,287 ","R-line 4m Black Pano Cam Iq.drive-acc 18""",Automatic,2024,"24,469 km",Petrol
305,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
306,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
307,Volkswagen Polo,"23,957 ","Life 1,0 Tsi Dsg Acc+led+shzg.+einparkh.+15",Automatic,2024,20 km,Petrol
308,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
309,Volkswagen T-roc,"37,287 ","R-line 4m Black Pano Cam Iq.drive-acc 18""",Automatic,2024,"12,634 km",Petrol
310,Volkswagen Polo,"13,679 ",V Highline Bmt/start-stopp R-line-paket,Manual,2017,"106,000 km",Petrol
311,Volkswagen Polo,"20,425 ",Active Dsg+keyless+app+digitaltacho,Automatic,2021,"34,100 km",Petrol
312,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
313,Volkswagen Polo,"23,657 ","Life 1,0 Tsi Dsg Acc+led+shzg.+einparkh.+15",Automatic,2024,20 km,Petrol
314,Volkswagen Polo,"20,261 ","Life 1,0 Gra+shzg.+led+einparkh.+15´´",Manual,2024,20 km,Petrol
315,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
316,Volkswagen T-roc,"37,197 ",1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25 km,Petrol
317,Volkswagen Polo,"15,137 ",Vi Comfortline,Automatic,2019,"102,000 km",Diesel
318,Renault Clio,"19,386 ",Tce 90 Techno Full Led Carplay 360°,Manual,2023,"25,200 km",Petrol
319,Porsche Macan,"68,946 ",T,Automatic,2022,"10,594 km",Petrol
320,Peugeot 3008,"29,829 ",Hybrid 225 Roadtrip 1.6 Plug-in Eu6d Navi D,Automatic,2021,"28,249 km",Hybrid
321,Peugeot 2008,"15,317 ",Allure Puretech 110 Stop&start,Manual,2017,"36,802 km",Petrol
322,Nissan Qashqai,"24,548 ",1.3 Acenta Led+panorama+keygo+sthz,Manual,2022,"38,394 km",Petrol
323,Nissan Qashqai,"30,587 ",1.3 N-connecta Winter+connect+key+360°,Automatic,2023,"10,000 km",Petrol
324,Nissan Qashqai,"33,099 ",1.3 Dig-t Mhev Xtronic N-connecta Head U,Automatic,2023,"29,106 km",Petrol
325,Peugeot 208,"20,882 ",E- Gt*2xpdc+kam*navi*sh*chic*acc,Automatic,2021,"23,850 km",Not specified
326,Nissan Qashqai,"36,177 ",1.5 Epower Tekna Plus Pano Hud Leder Nav,Automatic,2024,10 km,Petrol
327,Mini Cooper,"32,702 ",3-turer Dab Led Rfk Navi Komfortzg. Shz,Automatic,2024,"4,850 km",Petrol
328,Mercedes-benz Classe A,"30,167 ",D Dct Progressive Led Parkassist Kamera,Automatic,2023,"8,900 km",Diesel
329,Mercedes-benz Classe A,"18,958 ",D Dct,Automatic,2019,"140,000 km",Diesel
330,Mercedes-benz Classe A,"25,653 ",D Business Lm+ Navi+park-assist+kam.,Automatic,2020,"55,160 km",Diesel
331,Mercedes-benz Classe A,"25,578 ",D Limousine Style Park+agility+d-lenkung,Automatic,2020,"46,646 km",Diesel
332,Fiat 500,"17,701 ",Basis Klima Einparkhilfe Fenster El.,Manual,2023,"1,600 km",Petrol
333,Dacia Duster,"15,702 ",Ii Comfort*lpg*navi*kamera*tempo*ahk*sitz,Manual,2020,"37,000 km",LPG
334,Fiat 500,"18,301 ","Ro-hs 18 (klima, Pdc Hinten) Klima Navi",Manual,2024,999 km,Petrol
335,Fiat 500,"19,301 ",Dolcevita Klima Navi Einparkhilfe,Manual,2024,99 km,Petrol
336,Dacia Duster,"13,682 ","Laureate 4x4 *tuv  Service Neu, 1. Hand*",Manual,2015,"71,704 km",Petrol
337,Dacia Sandero,"21,901 ",Iii  Stepway Extreme Tce 90 Cvt,Automatic,2024,11 km,Petrol
338,Dacia Duster,"14,489 ",Ii Prestige 1.2 Tce 125 Navi Klimaautom D,Manual,2018,"64,512 km",Petrol
339,Dacia Duster,"21,301 ",Ii Expression,Manual,2024,"15,066 km",Petrol
340,Dacia Duster,"25,207 ",Ii Journey+ 4wd*navi*klimaaut*kamera360*,Manual,2024,"9,500 km",Petrol
341,Citroen C3,"22,301 ","Puretech 100 Max (navi, Pdc Mit Kamera)",Manual,2024,10 km,Petrol
342,Citroen C3,"17,318 ",Puretech110 C-series*1.hd*checkheft*eph*alu*,Manual,2020,"42,100 km",Petrol
343,Citroen C3,"18,291 ","You Pre Tech 100 ( Klima, Pdc Hinten) Klima",Manual,2024,10 km,Petrol
344,Bmw X3,"93,177 ","M50 Xdrive Ahk, Panoramadach, Standheizung, H",Automatic,2024,"4,800 km",Petrol
345,Bmw X3,"46,392 ",Xdrive 30d Luxury Line Standhz Led Hud Ahk,Automatic,2021,"43,904 km",Diesel
346,Bmw X1,"27,718 ",Xdrive25e Xline Steptronic Aut. Klimaaut. Pdc,Automatic,2021,"82,599 km",Hybrid
347,Audi Q5,"29,003 ",40 Tdi Quattro Sport 2.0tdi Dsg Navi Virtual,Automatic,2019,"93,000 km",Diesel
348,Audi Q3,"29,529 ",45 Tfsi E S Tronic *navi*vc*,Automatic,2021,"29,895 km",Hybrid
349,Audi A4,"25,560 ",40 Tdi S Tr. Quattro Avant*navi*virtual *led,Automatic,2020,"115,000 km",Diesel
350,Audi A4,"26,428 ",Avant 35 Tdi/navi/tempomat/pdc,Automatic,2020,"46,700 km",Diesel
351,Audi A4,"28,533 ",Avant Quattro Sport 2xs-line Matrix Garantie,Automatic,2016,"144,750 km",Diesel
352,Audi A4,"34,857 ",Avant S-line 35 Tfsi S-tr. Navi+led+shzg.,Automatic,2023,"18,500 km",Petrol
353,Audi A1,"19,100 ",Sportback 30 Tfsi/1.hd Mwst/mmi Navi/virtual,Manual,2019,"100,978 km",Petrol
354,Volkswagen Tiguan,"29,904 ",1.5 Tsi Comfortline Dsg Ahk*led*navi,Automatic,2020,"53,381 km",Petrol
355,Volvo V60,"29,063 ",T4 R Design / Leder / H&k Sound / Led,Automatic,2019,"103,507 km",Petrol
356,Volkswagen Tiguan,"44,717 ",2.0 Tsi 4m R-line Black Style Dsg Iq/pano,Automatic,2024,"25,000 km",Petrol
357,Volkswagen Tiguan,"31,702 ",Urban Sport 1.5tsi*dsg Standhzg Acc Led,Automatic,2023,"18,719 km",Petrol
358,Volkswagen Tiguan,"42,297 ",1.5 Tsi R-line Black Style Dsg *iq/pano*,Automatic,2024,"21,585 km",Petrol
359,Volkswagen T-roc,"27,555 ",Sport At+mfl+sps+isofix 1.5 Tsi Sport,Automatic,2021,"31,200 km",Petrol
360,Volkswagen Tiguan,"16,691 ",Sport & Style Bmt *navi*klimaa*allwettter,Manual,2015,"105,650 km",Diesel
361,Volkswagen T-roc,"21,535 ",1.0 Tsi Iq.drive Navi+kamera+shz,Manual,2020,"50,001 km",Petrol
362,Volkswagen Tiguan,"48,905 ",2.0 Tsi Dsg R-line 4motion Navi Led Pano,Automatic,2023,"11,732 km",Petrol
363,Volkswagen Polo,"26,565 ","Vi Gti 2.0 Tsi Dsg*acc*virtual*iq Light*18""",Automatic,2022,"43,600 km",Petrol
364,Volkswagen Polo,"16,210 ",1.0 Tsi Comfortline,Manual,2018,"83,599 km",Petrol
365,Volkswagen Polo,"29,887 ","Move 1.0 Tsi Dsg / Iq.drive, Rfk, Led, Acc",Automatic,2024,"6,000 km",Petrol
366,Toyota Yaris,"22,233 ",1.5 Team Dk Style Hud Teilleder Navi Sitzh,Manual,2023,"7,460 km",Petrol
367,Toyota Rav4,"32,881 ",2.5 Black Edition,Automatic,2020,"77,690 km",Hybrid
368,Toyota Rav4,"32,006 ",2.5 Vvt-i Hybrid 4x2 Lounge Super Pkw,Automatic,2019,"65,580 km",Hybrid
369,Toyota C-hr,"28,596 ",2.0i Hybrid Team D*led*navi*kamera*r18*,Automatic,2021,"8,500 km",Hybrid
370,Renault Megane,"15,271 ",Grandtour 1.5 Blue Dci Kamera+navi+sitzh,Manual,2020,"69,700 km",Diesel
371,Renault Captur,"16,261 ",Intens Energy 1.2 Tce,Manual,2018,"83,100 km",Petrol
372,Renault Clio,"16,660 ",Sce 65 Evolution,Manual,2022,"9,217 km",Petrol
373,Renault Captur,"36,297 ",Rit Alpine E-tech Full Hybrid 145,Automatic,2024,"15,000 km",Hybrid
374,Renault Captur,"18,492 ",Intens Tce 130 Gpf Shz,Manual,2019,"25,850 km",Petrol
375,Peugeot 3008,"28,244 ",Hybrid 225 Allure Pack Eu6d Acc/blis/cam/sh,Automatic,2021,"61,603 km",Hybrid
376,Peugeot 508,"17,601 ","Bluehdi 130 Active,navi,kamera,pts,led,euro6",Manual,2019,"108,626 km",Diesel
377,Peugeot 208,"18,222 ",E- Active*klima*led*,Automatic,2021,"18,200 km",Not specified
378,Nissan Qashqai,"14,727 ",N-connecta*1.6dci*4x4*led*navi*acc*euro6,Manual,2016,"124,741 km",Diesel
379,Mercedes-benz Classe A,"31,413 ",+progressive+kamera+shz+navi+mbux+led+aut,Automatic,2023,"19,119 km",Petrol
380,Hyundai Tucson,"18,764 ",Select 2wd 1.6 Tuscon *sitzheizun,Manual,2019,"81,795 km",Petrol
381,Dacia Sandero,"12,299 ",Ii 0.9 Tce 90 Stepway Essential Klima+bt,Manual,2019,"76,500 km",Petrol
382,Dacia Sandero,"11,287 ",Ii Essential,Manual,2020,"17,000 km",Petrol
383,Dacia Duster,"16,919 ",Ii Prestige/360°-kamera/navi/,Manual,2019,"78,029 km",Petrol
384,Dacia Duster,"21,301 ",Ii Expression,Manual,2024,"14,279 km",Petrol
385,Citroen C3,"15,439 ",Pure Tech 83 Shine Pack,Manual,2021,"26,725 km",Petrol
386,Citroen C3,"16,186 ",Pure Tech 83 Shine Pack,Manual,2022,"16,844 km",Petrol
387,Bmw X3,"57,767 ",Xdrive 30i M-sport Acc Hud Standhz Led Laser,Automatic,2023,"25,750 km",Petrol
388,Bmw X3,"40,029 ",Xdrive20i Advantage+panorama+anh.kupplung+liv,Automatic,2021,"21,938 km",Petrol
389,Bmw X1,"21,925 ",Sdrive 18 D Automatik*led*1.hand*garantie,Automatic,2018,"117,000 km",Diesel
390,Bmw X1,"30,882 ",Sdrive18d Advantage,Automatic,2021,"43,494 km",Diesel
391,Bmw X1,"38,003 ",Xdrive20d M-sport Nav+led+pano+hifi+19zoll+pp,Automatic,2021,"62,450 km",Diesel
392,Bmw X1,"51,646 ",Xdrive23da M-sport Navi Hud Acc Pano 360°,Automatic,2024,"20,200 km",Diesel
393,Audi Q3,"24,618 ",1.4 Tfsi Dsg Design,Automatic,2017,"41,490 km",Petrol
394,Audi Q2,"24,631 ",30 Tdi Sport Dsg Led Acc Ahk Panorama 2.hand,Automatic,2019,"69,666 km",Diesel
395,Audi Q2,"27,627 ","35 Tfsi S-line *leder*ahk*19""lm",Automatic,2021,"53,521 km",Petrol
396,Audi Q5,"36,213 ",S-line+exp 40 Tdi Quattro Ahk.b&o.matrix.kame,Automatic,2020,"117,800 km",Diesel
397,Audi A6,"48,627 ","40 Tdi Quattro Avant, Matrix Led",Automatic,2024,"8,923 km",Diesel
398,Audi A6,"32,012 ",Avant 45 Tdi Quattro Led+19z+super Zustand,Automatic,2018,"80,000 km",Diesel
399,Audi A6,"39,062 ",Avant 40 Tdi Quattro S-line Nav+led+pano+acc,Automatic,2021,"106,450 km",Diesel
400,Audi A4,"22,117 ",Avant 35 Tdi Aut. Navi Led Shz Ahk,Automatic,2022,"130,000 km",Diesel
401,Audi A3,"18,193 ",Sportback 1.6 Tdi Automatik*navi*xenon*,Automatic,2019,"117,500 km",Diesel
402,Audi A3,"34,032 ",Sportback 35 Tfsi S Line Ahk Hud Pano Standh.,Automatic,2020,"39,968 km",Petrol
403,Audi A3,"37,157 ",Limousine 35 Tfsi S-line S-tr. Navi+led+acc,Automatic,2024,"8,000 km",Petrol
404,Audi A3,"24,817 ",1.5 Tfsi*s Line*virtual*pan*navi*matrix*leder,Manual,2020,"103,970 km",Petrol
405,Audi A1,"17,153 ",Sportback Sport,Manual,2018,"56,750 km",Petrol
406,Volvo V60,"28,483 ",B4 Kombi Inscription,Automatic,2020,"84,400 km",Diesel
407,Volkswagen Tiguan,"18,193 ",Sport & Style & . R-line,Manual,2015,"71,471 km",Petrol
408,Volvo V60,"39,999 ",T6 R-design Recharge Plug-in Awd Pano/matrix,Automatic,2020,"26,599 km",Hybrid
409,Volkswagen Tiguan,"28,873 ",1.5 Tsi Dsg United Acc Led Navi Shz+lhz,Automatic,2020,"48,294 km",Petrol
410,Volkswagen Tiguan,"43,207 ",1.5 Etsi Dsg Life Ahk Led Carplay Kamera,Automatic,2024,"1,259 km",Petrol
411,Volkswagen T-roc,"29,497 ","1.5 Tsi Dsg Live Navi Alu 16"" Shzg",Automatic,2023,"4,160 km",Petrol
412,Volkswagen Polo,"21,097 ",Vi Highline Dsg*pdc*sitzhzg*navi*acc*,Automatic,2019,"23,500 km",Petrol
413,Volkswagen T-roc,"32,820 ",R-line Dsg Iq-light Navi Kamera 19'',Automatic,2022,"40,000 km",Diesel
414,Volkswagen Polo,"33,193 ",Gti Vi Edition 25 Nav Kamera Sound Iq.drive,Automatic,2023,"10,590 km",Petrol
415,Volkswagen Polo,"26,987 ",Style 1.0 Tsi Matrix*nav*2-zon*acc*,Manual,2024,"3,000 km",Petrol
416,Toyota Rav4,"38,152 ",Hybrid 4x4 Team Deutschland +allrad +anhan,Automatic,2021,"48,694 km",Hybrid
417,Renault Megane,"27,817 ",Iii Coupe Tce 275 Rs*1.hd.*top Angebot,Manual,2016,"70,000 km",Petrol
418,Renault Clio,"23,197 ",V Evolution Tce 90,Manual,2024,10 km,Petrol
419,Renault Clio,"11,601 ",Leder Navi Led Kamera Keylessgo Music-face,Manual,2019,"100,000 km",Petrol
420,Peugeot 5008,"27,118 ",Allurepack 1.2 130 Eat8 Pt Navi/shz/rfk/led,Automatic,2021,"56,190 km",Petrol
421,Peugeot 5008,"27,118 ",Allurepack 1.2 130 Eat8 Pt Navi/shz/rfk/led,Automatic,2021,"56,190 km",Petrol
422,Peugeot 208,"16,092 ",100ps,Manual,2020,"30,642 km",Petrol
423,Peugeot 208,"10,637 ",Style,Manual,2017,"84,900 km",Petrol
424,Nissan Qashqai,"31,977 ",Dig-t Xtronic Tekna Matrix+propilot+hud+,Automatic,2024,"9,627 km",Petrol
425,Mini Cooper,"12,763 ",5-trg. *pdc*navi*tempomat,Manual,2016,"131,180 km",Petrol
426,Mercedes-benz Classe A,"36,207 ",Kompaktlimousine Amg Line/navi/keyless-go,Automatic,2024,"14,900 km",Petrol
427,Land Rover Range Rover Evoque,"32,093 ",S/kamera/pano/facelift,Automatic,2019,"125,700 km",Diesel
428,Hyundai Tucson,"34,891 ",Lifestyle 1.6 T-gdi 195kw Mega Preis !...,Automatic,2022,500 km,Hybrid
429,Fiat 500,"15,486 ",Dolcevita*pano*leder*mildhybrid**,Manual,2022,"10,237 km",Petrol
430,Fiat 500,"16,265 ",E Action*apple Carplay*android Auto*fahrerpr,Automatic,2021,"34,834 km",Not specified
431,Citroen C4,"21,521 ",Lim. E- Feel*navigation*sitzheizung*chic,Automatic,2022,"26,555 km",Not specified
432,Citroen C3,"15,901 ",Pure Tech 83 Shine Pack,Manual,2022,"1,782 km",Petrol
433,Bmw X1,"23,705 ",Xdrive 25e Navi Led El. Heckklappe Pdc V+h 2-,Automatic,2021,"80,992 km",Hybrid
434,Bmw X1,"26,926 ",Xdrive 25e Navi Led Dab Shz Advantage Pdc Dtc,Automatic,2021,"28,464 km",Hybrid
435,Bmw X1,"32,534 ",Sdrive20i Sport Line Anhangerk. Ruckfahrk. Pd,Automatic,2020,"59,877 km",Petrol
436,Bmw X1,"23,958 ",Xdrive 25e Navi Pdc V+h Led El. Heckklappe 2-,Automatic,2021,"75,292 km",Hybrid
437,Audi Q5,"36,113 ",2.0tfsi S-line Quattro Pano+ahk+virt.+matrix,Automatic,2018,"93,449 km",Petrol
438,Audi Q3,"21,800 ",Ruckfahrkamera Selbseinparksytem,Automatic,2018,"100,000 km",Petrol
439,Audi A6,"48,746 ",45 Tfsi S-line Acc Navi Shz Kliaaut.,Automatic,2023,"18,460 km",Petrol
440,Audi A6,"35,294 ",Avant 55 Tfsie S-line Pano Matrix Navi Vc,Automatic,2020,"102,940 km",Hybrid
441,Audi A6,"39,642 ","Lim 40 Tdi Qu S Tronic Navi,led,sitzhzg",Automatic,2021,"41,190 km",Diesel
442,Audi A6,"39,262 ",Avant 45 Tdi Q Ahk Acc Matrix Navi Kamera,Automatic,2019,"53,779 km",Diesel
443,Audi A3,"39,632 ","Sportback Advanced 35 Tdi Navi+, Smartphone-i",Automatic,2024,"24,906 km",Diesel
444,Audi A1,"15,489 ","1.0 Tfsi S-line, Klima, Sitzheiz., Xenon, Pdc",Manual,2017,"60,000 km",Petrol
