,name,price,description,trassmition,model,milage,fuel
6763,Mercedes-benz Classe C,"53,957 ",4m Amg+night+pano+led+kamera+totw+keyless+9g,Automatic,2023,"7,590 km",Petrol
6764,Mercedes-benz Classe C,"44,895 ",C 200 T-mod Amg Line 9g/night/kamera/ahk/totw. Led,Automatic,2023,"14,748 km",Petrol
6765,Mercedes-benz Classe C,"39,257 ","C 200 T Avantgarde 17"" Ahk Led Kamera Ambiente Tel",Automatic,2023,"6,657 km",Petrol
6766,Mercedes-benz Classe C,"31,318 ",D T *rkam*pdc*9g*comand*dab*edw*mbeam*shz*,Automatic,2021,"22,900 km",Diesel
6767,Mercedes-benz Classe C,"21,316 ",D T 9g-tronic/sport/1hand/led/carplay/navi,Automatic,2020,"137,500 km",Diesel
6768,Mercedes-benz Classe C,"40,257 ",C 200 T Avantgarde D-light Memory Kamera Ambiente,Automatic,2023,"6,841 km",Petrol
6769,Mercedes-benz Classe C,"22,909 ",T Cgi Avantgarde Shz Pts Led Navi Ambiente,Automatic,2015,"99,980 km",Petrol
6770,Mercedes-benz Classe C,"20,058 ",C180 Lim. Avantgarde Pdc Navi Sitzhzg Temp,Automatic,2015,"122,050 km",Petrol
6771,Mercedes-benz Classe C,"40,377 ",Avantg+360+led+keyless+9g,Automatic,2023,"5,323 km",Petrol
6772,Mercedes-benz Classe C,"38,449 ","T-modell , Memory-sitze, Led, Kamera, Pdc",Automatic,2023,"27,367 km",Petrol
6773,Mercedes-benz Classe C,"28,657 ",D*nur 9.510 Km*led*navi*kamera*leder*desig,Manual,2018,"9,510 km",Diesel
6774,Mercedes-benz Classe C,"45,428 ",Autom. Amg Line Night-paket Pano,Automatic,2021,"56,024 km",Petrol
6775,Mercedes-benz Classe C,"39,662 ",T Amg Line+night+cam+spur+mbux+assistents+,Automatic,2023,"31,000 km",Petrol
6776,Mercedes-benz Classe C,"27,810 ",Coupe Amg Navi Pano Pdc,Automatic,2017,"89,900 km",Petrol
6777,Mercedes-benz Classe C,"24,373 ",T Avantgarde (pano Comand Ahk Multibeam,Automatic,2019,"112,613 km",Petrol
6778,Mercedes-benz Classe C,"45,905 ",Amg+night+360+led+keyless+9g,Automatic,2023,"17,707 km",Petrol
6779,Mercedes-benz Classe C,"40,477 ",Avantg+led+kamera+totw+keyless+9g,Automatic,2023,"6,930 km",Petrol
6780,Mercedes-benz Classe C,"30,793 ",D*amg*panorama*led*kamera*ambiente*,Automatic,2020,"125,000 km",Diesel
6781,Mercedes-benz Classe C,"23,024 ",T Cgi*3j.garantie*pano*hud*r-kamera*,Automatic,2016,"124,067 km",Petrol
6782,Mercedes-benz Classe C,"37,022 ",T Avantgarde Mbux Rfk Led Pano Twa Spur,Automatic,2023,"39,800 km",Petrol
6783,Mercedes-benz Classe C,"23,358 ",D T Modell Avantgarde Motorhaube,Automatic,2021,"127,433 km",Diesel
6784,Mercedes-benz Classe C,"37,490 ","T , Amg Night Kamera Spur Pdc Shz",Automatic,2023,"35,415 km",Petrol
6785,Mclaren 600lt,"274,540 ",Carbon Kamera Keramik Navigation,Automatic,2020,17 km,Petrol
6786,Mazda Cx-60,"55,047 ",2.5l E-skyactiv Phev  Phev Homura Con D,Manual,2024,0 km,Hybrid
6787,Mazda Cx-60,"52,217 ",Plug-in-hybrid Homura+conv+sound-p+panoramaglasdac,Automatic,2024,12 km,Hybrid
6788,Mazda Mx-30,"22,422 ",Ad'vantage,Automatic,2022,"29,990 km",Electric
